Model,ACC,AUC,Recall,Precision,PR_score
Adaboost,0.5803571428571428,0.6614583333333334,0.3958333333333333,0.6875,0.662624007936508
DT,0.5892857142857143,0.59375,0.625,0.6,0.70625
KNN,0.5133928571428571,0.53125,0.3125,0.4583333333333333,0.5876488095238095
XGBoost,0.5491071428571428,0.6302083333333334,0.47916666666666663,0.6041666666666666,0.6079365079365079
ensemble,0.5580357142857143,0.609375,0.5625,0.5625,0.611656746031746
