Model,ACC,AUC,Recall,Precision,PR_score
Adaboost,0.48660714285714285,0.5364583333333334,0.3958333333333333,0.4583333333333333,0.5731150793650793
DT,0.5178571428571428,0.5208333333333333,0.47916666666666663,0.47916666666666663,0.6063988095238095
KNN,0.5535714285714286,0.5703125,0.3333333333333333,0.6666666666666666,0.658779761904762
XGBoost,0.5535714285714286,0.6354166666666666,0.41666666666666663,0.6041666666666666,0.6147569444444445
ensemble,0.5535714285714286,0.5625,0.47916666666666663,0.5625,0.7077380952380952
