Model,ACC,AUC,Recall,Precision,PR_score
Adaboost,0.5535714285714286,0.5989583333333333,0.5416666666666666,0.5416666666666666,0.5785962301587302
DT,0.5580357142857143,0.5625,0.625,0.5375,0.675
KNN,0.5848214285714286,0.6458333333333333,0.3958333333333333,0.7083333333333333,0.7364583333333333
XGBoost,0.6473214285714286,0.7239583333333334,0.6875,0.65,0.7152281746031746
ensemble,0.5892857142857143,0.578125,0.625,0.6,0.5923859126984127
