Model,ACC,AUC,Recall,Precision,PR_score
Adaboost,0.5848214285714286,0.6041666666666666,0.5416666666666666,0.6041666666666666,0.5910962301587301
DT,0.5580357142857143,0.5625,0.625,0.5375,0.675
KNN,0.5491071428571428,0.625,0.3125,0.611111111111111,0.7197916666666666
XGBoost,0.6517857142857143,0.703125,0.625,0.6875,0.6527281746031746
ensemble,0.5892857142857143,0.578125,0.625,0.6,0.550719246031746
