Model,ACC,AUC,Recall,Precision,PR_score
Adaboost,0.41964285714285715,0.5104166666666666,0.3125,0.29583333333333334,0.5851438492063492
DT,0.4151785714285714,0.41666666666666663,0.2708333333333333,0.47916666666666663,0.5513392857142857
KNN,0.5535714285714286,0.546875,0.3333333333333333,0.625,0.6343749999999999
XGBoost,0.5535714285714286,0.6666666666666666,0.41666666666666663,0.6041666666666666,0.6296378968253968
ensemble,0.5178571428571428,0.53125,0.3958333333333333,0.5208333333333333,0.6060019841269841
