Model,ACC,AUC,Recall,Precision,PR_score
Adaboost,0.5223214285714286,0.625,0.47916666666666663,0.5,0.6501984126984127
DT,0.48660714285714285,0.4895833333333333,0.41666666666666663,0.375,0.5386904761904762
KNN,0.5491071428571428,0.6015625,0.3125,0.611111111111111,0.6572916666666666
XGBoost,0.5892857142857143,0.65625,0.5,0.625,0.6279513888888889
ensemble,0.5535714285714286,0.5885416666666666,0.41666666666666663,0.47916666666666663,0.6346230158730158
