Model,ACC,AUC,Recall,Precision,PR_score
Adaboost,0.7142857142857143,0.8083333333333333,0.7625,0.7916666666666666,0.8835714285714286
DT,0.7455357142857143,0.7458333333333333,0.7625,0.775,0.8334821428571428
KNN,0.7678571428571428,0.7578125,0.75,0.775,0.8397321428571429
XGBoost,0.90625,0.9833333333333334,0.875,0.9583333333333334,0.9908333333333333
ensemble,0.8080357142857143,0.8885416666666667,0.8125,0.8333333333333334,0.9224404761904762
