Model,ACC,AUC,Recall,Precision,PR_score
Adaboost,0.9017857142857143,0.91875,0.8875,0.95,0.9526041666666667
DT,0.8080357142857143,0.8083333333333333,0.8875,0.8166666666666667,0.8855654761904762
KNN,0.7678571428571428,0.78125,0.75,0.775,0.8504464285714286
XGBoost,0.8392857142857143,0.9510416666666667,0.825,0.8875,0.9704613095238095
ensemble,0.8392857142857143,0.9416666666666667,0.8875,0.8500000000000001,0.9679166666666666
