Model,ACC,AUC,Recall,Precision,PR_score
Adaboost,0.8705357142857143,0.91875,0.825,0.95,0.9526041666666667
DT,0.8705357142857143,0.8708333333333333,0.8875,0.9,0.9272321428571428
KNN,0.8035714285714286,0.7786458333333333,0.75,0.8125,0.8491071428571428
XGBoost,0.8705357142857143,0.9510416666666667,0.8875,0.9,0.9704613095238095
ensemble,0.8705357142857143,0.9625,0.8875,0.9,0.9767708333333334
