Model,ACC,AUC,Recall,Precision,PR_score
Adaboost,0.875,0.9677083333333334,0.95,0.8500000000000001,0.9767708333333334
DT,0.8080357142857143,0.7979166666666666,0.825,0.8666666666666667,0.8949404761904762
KNN,0.7678571428571428,0.7734375,0.8125,0.775,0.8275297619047619
XGBoost,0.84375,0.9677083333333334,0.8875,0.8375,0.9767708333333334
ensemble,0.8705357142857143,0.9666666666666667,0.8875,0.9,0.9845238095238096
