Model,ACC,AUC,Recall,Precision,PR_score
Adaboost,0.7142857142857143,0.7583333333333333,0.7625,0.7916666666666666,0.8656249999999999
DT,0.7142857142857143,0.7145833333333333,0.7,0.7333333333333334,0.7970238095238096
KNN,0.7678571428571428,0.78125,0.75,0.775,0.8504464285714286
XGBoost,0.84375,0.9520833333333334,0.875,0.825,0.9585416666666666
ensemble,0.8080357142857143,0.8208333333333333,0.75,0.8333333333333334,0.8716220238095238
