Model,ACC,AUC,Recall,Precision,PR_score
Adaboost,0.9017857142857143,0.9520833333333334,0.8875,0.95,0.9726041666666667
DT,0.7767857142857143,0.7666666666666666,0.8875,0.7833333333333333,0.8688988095238095
KNN,0.7678571428571428,0.78125,0.75,0.775,0.8504464285714286
XGBoost,0.8705357142857143,0.9510416666666667,0.8875,0.9,0.9704613095238095
ensemble,0.8705357142857143,0.9458333333333333,0.8875,0.9,0.9704613095238095
