Model,ACC,AUC,Recall,Precision,PR_score
Adaboost,0.7767857142857143,0.79375,0.8125,0.8333333333333334,0.8351934523809523
DT,0.7142857142857143,0.7145833333333333,0.7,0.7333333333333334,0.7970238095238096
KNN,0.7678571428571428,0.7578125,0.75,0.775,0.8397321428571429
XGBoost,0.90625,0.9375,0.875,0.9583333333333334,0.9527529761904762
ensemble,0.7767857142857143,0.8583333333333334,0.75,0.7916666666666667,0.8909821428571428
