Model,ACC,AUC,Recall,Precision,PR_score
Adaboost,0.8705357142857143,0.903125,0.8875,0.9083333333333334,0.9211904761904762
DT,0.6428571428571428,0.6208333333333333,0.7625,0.6666666666666666,0.781547619047619
KNN,0.8392857142857143,0.9276041666666667,0.9375,0.8333333333333334,0.9458333333333333
XGBoost,0.8705357142857143,0.9520833333333334,0.8875,0.9083333333333334,0.9585416666666666
ensemble,0.8035714285714286,0.946875,0.825,0.875,0.9627083333333333
