Model,ACC,AUC,Recall,Precision,PR_score
Adaboost,0.84375,0.9083333333333333,0.9,0.8666666666666667,0.9489583333333333
DT,0.7098214285714286,0.6833333333333333,0.825,0.7125,0.8178571428571428
KNN,0.8705357142857143,0.9359375,0.9375,0.875,0.95
XGBoost,0.8080357142857143,0.9666666666666667,0.8375,0.8666666666666667,0.9845238095238096
ensemble,0.8080357142857143,0.9666666666666667,0.8875,0.8333333333333333,0.9845238095238096
