Model,ACC,AUC,Recall,Precision,PR_score
Adaboost,0.90625,0.96875,0.95,0.9083333333333334,0.9666666666666667
DT,0.7098214285714286,0.69375,0.8875,0.7291666666666666,0.8418154761904761
KNN,0.8392857142857143,0.9276041666666667,0.9375,0.8333333333333334,0.9458333333333333
XGBoost,0.8392857142857143,0.9520833333333334,0.8375,0.9,0.9585416666666666
ensemble,0.8080357142857143,0.9833333333333334,0.8375,0.8666666666666667,0.9908333333333333
