Model,ACC,AUC,Recall,Precision,PR_score
Adaboost,0.90625,0.9520833333333334,0.95,0.9083333333333334,0.9575
DT,0.84375,0.8291666666666667,0.95,0.8452380952380952,0.9132440476190476
KNN,0.8392857142857143,0.9276041666666667,0.9375,0.8333333333333334,0.9458333333333333
XGBoost,0.90625,0.9520833333333334,0.95,0.9083333333333334,0.9585416666666666
ensemble,0.875,1.0,0.95,0.875,1.0
