Model,ACC,AUC,Recall,Precision,PR_score
Adaboost,0.6785714285714286,0.8270833333333334,0.725,0.7708333333333333,0.903720238095238
DT,0.7410714285714286,0.7583333333333333,0.725,0.8541666666666666,0.872172619047619
KNN,0.8392857142857143,0.9171875,0.8875,0.875,0.9611607142857143
XGBoost,0.875,0.9666666666666667,0.9,0.9,0.9816666666666667
ensemble,0.7098214285714286,0.9166666666666667,0.725,0.8041666666666667,0.9495238095238095
