Model,ACC,AUC,Recall,Precision,PR_score
Adaboost,0.7767857142857143,0.83125,0.8375,0.8166666666666667,0.9053720238095238
DT,0.8392857142857143,0.8458333333333333,0.8375,0.9,0.9178571428571429
KNN,0.8080357142857143,0.9088541666666667,0.8875,0.825,0.9561607142857143
XGBoost,0.90625,0.9833333333333334,1.0,0.8666666666666667,0.9908333333333333
ensemble,0.8392857142857143,0.9333333333333333,0.8375,0.9,0.9641071428571428
