Model,ACC,AUC,Recall,Precision,PR_score
Adaboost,0.7410714285714286,0.8104166666666667,0.775,0.8166666666666667,0.8861011904761905
DT,0.8392857142857143,0.8458333333333333,0.8375,0.9,0.9178571428571429
KNN,0.8392857142857143,0.9171875,0.8875,0.875,0.9611607142857143
XGBoost,0.84375,0.9833333333333334,0.95,0.825,0.9908333333333333
ensemble,0.8080357142857143,0.9333333333333333,0.8375,0.8500000000000001,0.9641071428571428
