Model,ACC,AUC,Recall,Precision,PR_score
Adaboost,0.8705357142857143,0.91875,0.8875,0.9083333333333334,0.946577380952381
DT,0.7723214285714286,0.7562500000000001,0.8875,0.7827380952380952,0.8686011904761904
KNN,0.8392857142857143,0.9276041666666667,0.9375,0.8333333333333334,0.9458333333333333
XGBoost,0.875,0.9520833333333334,0.95,0.875,0.9575
ensemble,0.875,1.0,0.95,0.875,1.0
