Model,ACC,AUC,Recall,Precision,PR_score
Adaboost,0.8705357142857143,0.96875,0.8375,0.95,0.9666666666666667
DT,0.6785714285714286,0.6520833333333333,0.825,0.6875,0.8053571428571429
KNN,0.8705357142857143,0.9359375,0.9375,0.875,0.95
XGBoost,0.8705357142857143,0.9520833333333334,0.8875,0.9083333333333334,0.9585416666666666
ensemble,0.8392857142857143,0.9510416666666667,0.8875,0.8666666666666667,0.9704613095238095
