Model,ACC,AUC,Recall,Precision,PR_score
Adaboost,0.7098214285714286,0.8432291666666667,0.725,0.8041666666666667,0.8963988095238096
DT,0.6785714285714286,0.66875,0.775,0.7595238095238095,0.8342261904761905
KNN,0.8705357142857143,0.9359375,0.9375,0.875,0.95
XGBoost,0.875,0.9666666666666667,0.9,0.9,0.9816666666666667
ensemble,0.6785714285714286,0.9333333333333333,0.725,0.7708333333333333,0.9641071428571428
