Model,ACC,AUC,Recall,Precision,PR_score
Adaboost,0.6785714285714286,0.7583333333333333,0.3333333333333333,0.5555555555555555,0.6359126984126984
DT,0.5223214285714286,0.44999999999999996,0.24999999999999997,0.2333333333333333,0.4669642857142857
KNN,0.75,0.7333333333333333,0.5,0.75,0.7457837301587301
XGBoost,0.75,0.825,0.5833333333333333,0.65,0.7680555555555555
ensemble,0.6785714285714286,0.75,0.41666666666666663,0.5333333333333333,0.6479166666666667
