Model,ACC,AUC,Recall,Precision,PR_score
Adaboost,0.6785714285714286,0.6833333333333333,0.3333333333333333,0.5555555555555555,0.569593253968254
DT,0.5178571428571428,0.48749999999999993,0.375,0.3833333333333333,0.4907738095238095
KNN,0.6875,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.6550099206349206
XGBoost,0.8080357142857143,0.7916666666666667,0.6666666666666666,0.6666666666666666,0.6664682539682539
ensemble,0.6473214285714286,0.725,0.375,0.5,0.6704365079365079
