Model,ACC,AUC,Recall,Precision,PR_score
Adaboost,0.7098214285714286,0.85,0.3333333333333333,0.5555555555555555,0.7222222222222222
DT,0.5535714285714286,0.475,0.24999999999999997,0.2888888888888889,0.487797619047619
KNN,0.75,0.7333333333333333,0.5,0.75,0.7457837301587301
XGBoost,0.7767857142857143,0.8833333333333333,0.5416666666666666,0.6875,0.7944444444444444
ensemble,0.6785714285714286,0.8,0.3333333333333333,0.5,0.7319444444444444
