Model,ACC,AUC,Recall,Precision,PR_score
Adaboost,0.6116071428571428,0.6916666666666667,0.25,0.29166666666666663,0.4982142857142857
DT,0.4598214285714286,0.42083333333333334,0.29166666666666663,0.2375,0.3918154761904762
KNN,0.6473214285714286,0.5416666666666666,0.0,,0.4933035714285714
XGBoost,0.5803571428571428,0.575,0.16666666666666666,0.25,0.45654761904761904
ensemble,0.5491071428571428,0.6083333333333333,0.16666666666666666,0.20833333333333331,0.4266865079365079
