Model,ACC,AUC,Recall,Precision,PR_score
Adaboost,0.8125,0.8083333333333333,0.6666666666666666,0.7916666666666666,0.7616071428571429
DT,0.71875,0.675,0.5,0.6666666666666666,0.71875
KNN,0.78125,0.7166666666666666,0.5,0.75,0.71875
XGBoost,0.75,0.8166666666666667,0.5833333333333333,0.75,0.7451388888888888
ensemble,0.71875,0.8333333333333334,0.5,0.6666666666666666,0.7527777777777778
