Model,ACC,AUC,Recall,Precision,PR_score
Adaboost,0.7767857142857143,0.9,0.4583333333333333,0.75,0.8326388888888889
DT,0.5803571428571428,0.48333333333333334,0.16666666666666666,0.16666666666666666,0.31175595238095233
KNN,0.6830357142857143,0.6791666666666667,0.20833333333333331,0.6666666666666666,0.6832837301587301
XGBoost,0.6785714285714286,0.8333333333333334,0.3333333333333333,0.4166666666666667,0.7215277777777778
ensemble,0.7098214285714286,0.775,0.25,0.6666666666666666,0.6729166666666666
