Model,ACC,AUC,Recall,Precision,PR_score
Adaboost,0.7142857142857143,0.775,0.4583333333333333,0.6666666666666666,0.625
DT,0.5580357142857143,0.5125,0.375,0.425,0.5116071428571429
KNN,0.75,0.7666666666666666,0.5,0.75,0.769593253968254
XGBoost,0.7098214285714286,0.8083333333333333,0.375,0.625,0.7451388888888888
ensemble,0.7455357142857143,0.75,0.4583333333333333,0.6666666666666666,0.6479166666666667
